START DATE,START TIME,START TIME ET,SUBJECT,LOCATION,DESCRIPTION,END DATE,END DATE ET,END TIME,END TIME ET,REMINDER OFF,REMINDER ON,REMINDER DATE,REMINDER TIME,REMINDER TIME ET,SHOWTIMEAS FREE,SHOWTIMEAS BUSY
08/10/23,,,Rockies at Dodgers - Time TBD,Dodger Stadium - Los Angeles,"",08/10/23,08/10/23,,,FALSE,TRUE,08/10/23,,,FREE,BUSY
08/11/23,,,Rockies at Dodgers - Time TBD,Dodger Stadium - Los Angeles,"",08/11/23,08/11/23,,,FALSE,TRUE,08/11/23,,,FREE,BUSY
08/12/23,,,Rockies at Dodgers - Time TBD,Dodger Stadium - Los Angeles,"",08/12/23,08/12/23,,,FALSE,TRUE,08/12/23,,,FREE,BUSY
08/13/23,,,Rockies at Dodgers - Time TBD,Dodger Stadium - Los Angeles,"",08/13/23,08/13/23,,,FALSE,TRUE,08/13/23,,,FREE,BUSY
08/14/23,06:40 PM,08:40 PM,D-backs at Rockies,Coors Field - Denver,"",08/14/23,08/14/23,09:40 PM,11:40 PM,FALSE,TRUE,08/14/23,05:40 PM,07:40 PM,FREE,BUSY
08/15/23,06:40 PM,08:40 PM,D-backs at Rockies,Coors Field - Denver,"",08/15/23,08/15/23,09:40 PM,11:40 PM,FALSE,TRUE,08/15/23,05:40 PM,07:40 PM,FREE,BUSY
08/16/23,01:10 PM,03:10 PM,D-backs at Rockies,Coors Field - Denver,"",08/16/23,08/16/23,04:10 PM,06:10 PM,FALSE,TRUE,08/16/23,12:10 PM,02:10 PM,FREE,BUSY
08/18/23,06:40 PM,08:40 PM,White Sox at Rockies,Coors Field - Denver,"",08/18/23,08/18/23,09:40 PM,11:40 PM,FALSE,TRUE,08/18/23,05:40 PM,07:40 PM,FREE,BUSY
08/19/23,06:10 PM,08:10 PM,White Sox at Rockies,Coors Field - Denver,"",08/19/23,08/19/23,09:10 PM,11:10 PM,FALSE,TRUE,08/19/23,05:10 PM,07:10 PM,FREE,BUSY
08/20/23,01:10 PM,03:10 PM,White Sox at Rockies,Coors Field - Denver,"",08/20/23,08/20/23,04:10 PM,06:10 PM,FALSE,TRUE,08/20/23,12:10 PM,02:10 PM,FREE,BUSY
08/22/23,,,Rockies at Rays - Time TBD,Tropicana Field - St. Petersburg,"",08/22/23,08/22/23,,,FALSE,TRUE,08/22/23,,,FREE,BUSY
08/23/23,,,Rockies at Rays - Time TBD,Tropicana Field - St. Petersburg,"",08/23/23,08/23/23,,,FALSE,TRUE,08/23/23,,,FREE,BUSY
08/24/23,,,Rockies at Rays - Time TBD,Tropicana Field - St. Petersburg,"",08/24/23,08/24/23,,,FALSE,TRUE,08/24/23,,,FREE,BUSY
08/25/23,,,Rockies at Orioles - Time TBD,Oriole Park at Camden Yards - Baltimore,"",08/25/23,08/25/23,,,FALSE,TRUE,08/25/23,,,FREE,BUSY
08/26/23,,,Rockies at Orioles - Time TBD,Oriole Park at Camden Yards - Baltimore,"",08/26/23,08/26/23,,,FALSE,TRUE,08/26/23,,,FREE,BUSY
08/27/23,,,Rockies at Orioles - Time TBD,Oriole Park at Camden Yards - Baltimore,"",08/27/23,08/27/23,,,FALSE,TRUE,08/27/23,,,FREE,BUSY
08/28/23,06:40 PM,08:40 PM,Braves at Rockies,Coors Field - Denver,"",08/28/23,08/28/23,09:40 PM,11:40 PM,FALSE,TRUE,08/28/23,05:40 PM,07:40 PM,FREE,BUSY
08/29/23,06:40 PM,08:40 PM,Braves at Rockies,Coors Field - Denver,"",08/29/23,08/29/23,09:40 PM,11:40 PM,FALSE,TRUE,08/29/23,05:40 PM,07:40 PM,FREE,BUSY
08/30/23,06:40 PM,08:40 PM,Braves at Rockies,Coors Field - Denver,"",08/30/23,08/30/23,09:40 PM,11:40 PM,FALSE,TRUE,08/30/23,05:40 PM,07:40 PM,FREE,BUSY
09/01/23,06:40 PM,08:40 PM,Blue Jays at Rockies,Coors Field - Denver,"",09/01/23,09/01/23,09:40 PM,11:40 PM,FALSE,TRUE,09/01/23,05:40 PM,07:40 PM,FREE,BUSY
09/02/23,06:10 PM,08:10 PM,Blue Jays at Rockies,Coors Field - Denver,"",09/02/23,09/02/23,09:10 PM,11:10 PM,FALSE,TRUE,09/02/23,05:10 PM,07:10 PM,FREE,BUSY
09/03/23,01:10 PM,03:10 PM,Blue Jays at Rockies,Coors Field - Denver,"",09/03/23,09/03/23,04:10 PM,06:10 PM,FALSE,TRUE,09/03/23,12:10 PM,02:10 PM,FREE,BUSY
09/04/23,,,Rockies at D-backs - Time TBD,Chase Field - Phoenix,"",09/04/23,09/04/23,,,FALSE,TRUE,09/04/23,,,FREE,BUSY
09/05/23,,,Rockies at D-backs - Time TBD,Chase Field - Phoenix,"",09/05/23,09/05/23,,,FALSE,TRUE,09/05/23,,,FREE,BUSY
09/06/23,,,Rockies at D-backs - Time TBD,Chase Field - Phoenix,"",09/06/23,09/06/23,,,FALSE,TRUE,09/06/23,,,FREE,BUSY
09/08/23,,,Rockies at Giants - Time TBD,Oracle Park - San Francisco,"",09/08/23,09/08/23,,,FALSE,TRUE,09/08/23,,,FREE,BUSY
09/09/23,,,Rockies at Giants - Time TBD,Oracle Park - San Francisco,"",09/09/23,09/09/23,,,FALSE,TRUE,09/09/23,,,FREE,BUSY
09/10/23,,,Rockies at Giants - Time TBD,Oracle Park - San Francisco,"",09/10/23,09/10/23,,,FALSE,TRUE,09/10/23,,,FREE,BUSY
09/11/23,06:40 PM,08:40 PM,Cubs at Rockies,Coors Field - Denver,"",09/11/23,09/11/23,09:40 PM,11:40 PM,FALSE,TRUE,09/11/23,05:40 PM,07:40 PM,FREE,BUSY
09/12/23,06:40 PM,08:40 PM,Cubs at Rockies,Coors Field - Denver,"",09/12/23,09/12/23,09:40 PM,11:40 PM,FALSE,TRUE,09/12/23,05:40 PM,07:40 PM,FREE,BUSY
09/13/23,01:10 PM,03:10 PM,Cubs at Rockies,Coors Field - Denver,"",09/13/23,09/13/23,04:10 PM,06:10 PM,FALSE,TRUE,09/13/23,12:10 PM,02:10 PM,FREE,BUSY
09/14/23,06:40 PM,08:40 PM,Giants at Rockies,Coors Field - Denver,"",09/14/23,09/14/23,09:40 PM,11:40 PM,FALSE,TRUE,09/14/23,05:40 PM,07:40 PM,FREE,BUSY
09/15/23,06:40 PM,08:40 PM,Giants at Rockies,Coors Field - Denver,"",09/15/23,09/15/23,09:40 PM,11:40 PM,FALSE,TRUE,09/15/23,05:40 PM,07:40 PM,FREE,BUSY
09/16/23,06:10 PM,08:10 PM,Giants at Rockies,Coors Field - Denver,"",09/16/23,09/16/23,09:10 PM,11:10 PM,FALSE,TRUE,09/16/23,05:10 PM,07:10 PM,FREE,BUSY
09/17/23,01:10 PM,03:10 PM,Giants at Rockies,Coors Field - Denver,"",09/17/23,09/17/23,04:10 PM,06:10 PM,FALSE,TRUE,09/17/23,12:10 PM,02:10 PM,FREE,BUSY
09/18/23,07:40 PM,09:40 PM,Rockies at Padres,Petco Park - San Diego,"",09/18/23,09/19/23,10:40 PM,12:40 AM,FALSE,TRUE,09/18/23,06:40 PM,08:40 PM,FREE,BUSY
09/19/23,07:40 PM,09:40 PM,Rockies at Padres,Petco Park - San Diego,"",09/19/23,09/20/23,10:40 PM,12:40 AM,FALSE,TRUE,09/19/23,06:40 PM,08:40 PM,FREE,BUSY
09/20/23,02:10 PM,04:10 PM,Rockies at Padres,Petco Park - San Diego,"",09/20/23,09/20/23,05:10 PM,07:10 PM,FALSE,TRUE,09/20/23,01:10 PM,03:10 PM,FREE,BUSY
09/22/23,,,Rockies at Cubs - Time TBD,Wrigley Field - Chicago,"",09/22/23,09/22/23,,,FALSE,TRUE,09/22/23,,,FREE,BUSY
09/23/23,,,Rockies at Cubs - Time TBD,Wrigley Field - Chicago,"",09/23/23,09/23/23,,,FALSE,TRUE,09/23/23,,,FREE,BUSY
09/24/23,,,Rockies at Cubs - Time TBD,Wrigley Field - Chicago,"",09/24/23,09/24/23,,,FALSE,TRUE,09/24/23,,,FREE,BUSY
09/26/23,01:10 PM,03:10 PM,Dodgers at Rockies,Coors Field - Denver,"",09/26/23,09/26/23,04:10 PM,06:10 PM,FALSE,TRUE,09/26/23,12:10 PM,02:10 PM,FREE,BUSY
09/26/23,06:40 PM,08:40 PM,Dodgers at Rockies,Coors Field - Denver,"",09/26/23,09/26/23,09:40 PM,11:40 PM,FALSE,TRUE,09/26/23,05:40 PM,07:40 PM,FREE,BUSY
09/27/23,06:40 PM,08:40 PM,Dodgers at Rockies,Coors Field - Denver,"",09/27/23,09/27/23,09:40 PM,11:40 PM,FALSE,TRUE,09/27/23,05:40 PM,07:40 PM,FREE,BUSY
09/28/23,06:40 PM,08:40 PM,Dodgers at Rockies,Coors Field - Denver,"",09/28/23,09/28/23,09:40 PM,11:40 PM,FALSE,TRUE,09/28/23,05:40 PM,07:40 PM,FREE,BUSY
09/29/23,06:10 PM,08:10 PM,Twins at Rockies,Coors Field - Denver,"",09/29/23,09/29/23,09:10 PM,11:10 PM,FALSE,TRUE,09/29/23,05:10 PM,07:10 PM,FREE,BUSY
09/30/23,06:10 PM,08:10 PM,Twins at Rockies,Coors Field - Denver,"",09/30/23,09/30/23,09:10 PM,11:10 PM,FALSE,TRUE,09/30/23,05:10 PM,07:10 PM,FREE,BUSY
10/01/23,01:10 PM,03:10 PM,Twins at Rockies,Coors Field - Denver,"",10/01/23,10/01/23,04:10 PM,06:10 PM,FALSE,TRUE,10/01/23,12:10 PM,02:10 PM,FREE,BUSY
